 Mortalidade - Brasil
Óbitos p/Residênc por Município e Faixa Etária
Categoria CID-10: V01   Pedestre traum colis veic a pedal, V02   Pedestre traum colis veic motor 2 3 rodas, V03   Pedestre traum colis automov pickup caminhon, V04   Pedestre traum colis veic transp pesado onib, V05   Pedestre traum colis trem veic ferroviario, V06   Pedestre traum colis outr veic nao-motoriz, V09   Pedestre traum outr acid transp e NE, V10   Ciclista traum colis pedestre animal, V11   Ciclista traum colis outr veic a pedal, V12   Ciclista traum colis veic motor 2 3 rodas, V13   Ciclista traum colis automov pickup caminhon, V14   Ciclis traum colis veic transp pesado onibus, V15   Ciclista traum colis trem veic ferroviario, V16   Ciclista traum colis outr veic nao-motoriz, V17   Ciclista traum colis objeto fixo ou parado, V18   Ciclista traum acid transp s/colis, V19   Ciclista traum acid transp e NE, V20   Motociclista traum colis pedestre animal, V21   Motociclista traum colis veic pedal, V22   Motocicl traum colis veic motor 2 3 rodas, V23   Motocicl traum colis automov pickup caminhon, V24   Motocicl traum colis veic transp pesado onib, V25   Motociclista traum colis trem veic ferrov, V26   Motocicl traum colis outr veic nao-motoriz, V27   Motocicl traum colis objeto fixo parado, V28   Motociclista traum acid transp s/colis, V29   Motociclista traum outr acid transp e NE, V30   Ocup tricicl mot traum colis pedestre animal, V31   Ocup tricicl motoriz traum colis veic pedal, V32   Ocup tric mot traum col out veic mot 2 3 rod, V33   Ocup tric mot traum col auto pickup caminhon, V34   Ocup tric mot traum col veic transp pes onib, V35   Ocup tricic mot traum colis trem veic ferrov, V36   Ocup tric mot traum colis outr veic n-motor, V37   Ocup tricic mot traum colis obj fixo parado, V38   Ocup tricic motor traum acid transp s/colis, V39   Ocup tricicl mot traum outr acid transp e NE, V40   Ocup automovel traum colis pedestre animal, V41   Ocup automovel traum colis veic a pedal, V42   Ocup autotraum colis outr veic mot 2 3 rodas, V43   Ocup automov traum col auto pickup caminhon, V44   Ocup autom traum colis veic trans pesad onib, V45   Ocup automovel traum colis trem veic ferrov, V46   Ocup automov traum colis outr veic n-motor, V47   Ocup automovel traum colis obj fixo parado, V48   Ocup automovel traum acid transp s/colis, V49   Ocup automovel traum outr acid transp e NE, V50   Ocup caminhonete traum colis pedestre animal, V51   Ocup caminhonete traum colis veic pedal, V52   Ocup caminhon traum colis veic mot 2 3 rodas, V53   Ocup caminhon traum colis automov caminhon, V54   Ocup caminhon traum col veic transp pes onib, V55   Ocup caminhon traum colis trem veic ferrov, V56   Ocup caminhonete traum colis outr veic n-mot, V57   Ocup caminhonete traum colis obj fixo parado, V58   Ocup caminhonete traum acid transp s/colis, V59   Ocup caminhonete traum outr acid transp NE, V60   Ocup veic transp pesado traum colis ped anim, V61   Ocup veic transp pesado traum col veic pedal, V62   Ocup v transp pes traum col veic mot 2 3 rod, V63   Ocup veic tr pesado traum col auto caminhon, V64   Ocup v tr pes tr col outr veic tr pes onib, V65   Ocup veic tr pes traum col trem veic ferrov, V66   Ocup veic tr pesado traum col out veic n-mot, V67   Ocup veic tr pesado traum col obj fixo parad, V68   Ocup veic tr pesado traum ac transp s/colis, V69   Ocup veic tr pesado traum outr ac transp NE, V70   Ocup onibus traum colis pedestre animal, V71   Ocup onibus traum colis veic a pedal, V72   Ocup onibus traum col out veic mot 2 3 rodas, V73   Ocup onibus traum colis automovel caminhonet, V74   Ocup onibus traum colis veic transp pes onib, V75   Ocup onibus traum colis trem veic ferrov, V76   Ocup onibus traum colis outr veic n-motor, V77   Ocup onibus traum colis objeto fixo parado, V78   Ocup onibus traum acid transp s/colis, V79   Ocup onibus traum outr acid transp e NE, V80   Pess mont anim oc veic anim traum ac transp, V81   Ocup trem veic ferroviario traum acid transp, V82   Ocup de um bonde traum acid transp, V83   Ocup veic esp mot area ind traum ac transp, V84   Ocup veic esp mot uso agric traum acid trans, V85   Ocup veic mot esp constr traum acid transp, V86   Ocup veic outr uso n-via pub traum ac transp, V87   Acid trans tipo espec desconh mod transp vit, V88   Ac n-trans tipo espec desconh mod transp vit, V89   Acid veic mot n-mot tipos de veic NE, V90   Acid embarcacao caus afogamento submersao, V91   Acid embarcacao causando outr tipo de traum, V92   Afog submers rel transp agua s/acid embarc, V93   Acid bord emb s/ac bem n caus afog submers, V94   Outr acid transp p/agua e os NE, V95   Acid de aeronave mot causando traum ao ocup, V96   Acid aeronave s/motor causando traum a ocup, V97   Outr acid espec de transporte aereo, V98   Outr acid transp espec, V99   Acid transp NE
Período:2019
"Município";"Menor 1 ano";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"421700 São Ludgero";-;-;-;1;-;-;1;-;-;-;-;1;-;3
"421710 São Martinho";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"421715 São Miguel da Boa Vista";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"421720 São Miguel do Oeste";-;-;-;-;1;1;1;-;1;1;-;1;-;6
"421730 Saudades";-;-;-;-;2;1;-;1;-;-;-;-;-;4
"421740 Schroeder";-;-;-;-;-;-;-;2;1;1;1;1;-;6
"421750 Seara";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"421760 Siderópolis";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"421770 Sombrio";-;-;-;-;1;1;1;1;3;-;-;1;-;8
"421775 Sul Brasil";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"421780 Taió";-;-;-;-;-;1;-;3;2;-;-;-;-;6
"421790 Tangará";-;1;-;-;-;2;-;1;-;-;-;-;-;4
"421795 Tigrinhos";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"421800 Tijucas";-;-;-;-;-;2;3;-;2;-;2;-;-;9
"421810 Timbé do Sul";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"421820 Timbó";-;-;-;-;1;6;-;1;1;1;1;-;-;11
"421825 Timbó Grande";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"421830 Três Barras";-;-;-;-;-;2;-;-;-;-;1;-;-;3
"421835 Treviso";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"421840 Treze de Maio";-;-;-;-;-;-;-;1;1;-;-;-;-;2
"421850 Treze Tílias";-;-;-;-;1;-;-;-;1;-;-;-;-;2
"421860 Trombudo Central";-;-;-;-;-;2;1;1;-;-;-;-;-;4
"421870 Tubarão";-;-;-;-;-;4;2;5;3;2;3;-;-;19
"421875 Tunápolis";-;-;-;-;1;-;1;-;-;-;-;1;-;3
"421880 Turvo";-;-;-;-;-;-;-;1;2;-;-;-;-;3
"421890 Urubici";-;-;-;1;1;-;-;1;-;-;-;-;-;3
"421900 Urussanga";-;-;-;-;-;1;-;1;-;-;-;-;-;2
"421910 Vargeão";-;-;-;-;-;-;-;1;1;-;-;-;-;2
"421915 Vargem";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"421920 Vidal Ramos";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"421930 Videira";-;-;-;-;1;8;3;3;-;1;1;-;-;17
"421935 Vitor Meireles";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"421940 Witmarsum";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"421950 Xanxerê";-;-;-;-;-;3;3;7;-;4;2;2;-;21
"421960 Xavantina";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"421970 Xaxim";-;1;-;2;-;1;-;1;-;1;1;-;-;7
"420000 Município ignorado - SC";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"430010 Agudo";-;-;-;1;-;1;-;1;1;1;-;1;-;6
"430030 Alecrim";-;-;-;-;-;-;-;-;-;-;-;2;-;2
"430040 Alegrete";-;-;-;-;-;2;2;3;2;-;-;2;-;11
"430047 Almirante Tamandaré do Sul";-;-;-;-;-;1;-;-;1;-;-;-;-;2
"430060 Alvorada";1;-;-;-;2;4;6;4;2;2;1;1;-;23
"430063 Amaral Ferrador";-;-;-;-;-;1;-;-;1;-;-;-;-;2
"430064 Ametista do Sul";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"430070 Anta Gorda";-;-;-;-;-;-;-;-;2;-;-;-;-;2
"430080 Antônio Prado";-;-;-;-;-;2;-;1;-;1;-;-;-;4
"430085 Arambaré";-;-;-;-;-;-;-;-;-;-;3;-;-;3
"430087 Araricá";-;-;-;-;-;-;1;1;1;-;-;-;-;3
"430090 Aratiba";-;-;-;-;1;1;-;-;1;1;1;-;-;5
"430100 Arroio do Meio";-;-;-;-;2;2;1;1;1;-;-;-;-;7
"430107 Arroio do Padre";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"430105 Arroio do Sal";1;-;-;-;-;-;-;-;-;-;-;1;-;2
"430120 Arroio do Tigre";-;-;-;-;-;-;-;2;-;-;-;-;-;2
"430110 Arroio dos Ratos";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"430130 Arroio Grande";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"430140 Arvorezinha";-;-;-;-;-;-;-;1;-;1;-;-;-;2
"430150 Augusto Pestana";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"430155 Áurea";-;-;-;-;1;-;1;-;-;-;1;-;-;3
"430160 Bagé";-;-;1;-;-;1;3;3;1;-;1;1;-;11
"430163 Balneário Pinhal";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"430165 Barão";-;-;-;-;-;1;-;-;1;-;2;-;-;4
"430170 Barão de Cotegipe";-;-;-;-;-;-;-;2;-;-;1;-;-;3
"430175 Barão do Triunfo";-;-;-;-;-;2;-;-;1;-;-;-;-;3
"430187 Barra do Quaraí";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"430190 Barra do Ribeiro";-;-;-;-;2;2;-;-;-;-;-;-;-;4
"430192 Barra do Rio Azul";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"430180 Barracão";-;-;-;-;-;-;-;1;1;-;1;-;-;3
"430200 Barros Cassal";-;-;-;-;-;1;-;-;1;2;-;-;-;4
"430205 Benjamin Constant do Sul";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"430210 Bento Gonçalves";-;-;-;-;-;4;2;2;3;-;1;1;-;13
"430220 Boa Vista do Buricá";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"430230 Bom Jesus";-;-;-;-;-;1;1;-;-;1;1;-;-;4
"430235 Bom Princípio";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"430237 Bom Progresso";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"430240 Bom Retiro do Sul";-;-;-;-;-;-;1;-;1;-;-;-;-;2
"430250 Bossoroca";-;-;-;-;-;-;-;-;-;-;2;1;-;3
"430265 Brochier";-;1;-;-;-;-;-;-;-;1;-;-;-;2
"430270 Butiá";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"430280 Caçapava do Sul";-;-;-;-;-;1;-;-;1;2;-;-;-;4
"430300 Cachoeira do Sul";-;-;1;-;-;1;4;1;3;5;1;3;-;19
"430310 Cachoeirinha";-;-;-;-;-;5;4;3;1;1;2;1;-;17
"430330 Caibaté";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"430340 Caiçara";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"430350 Camaquã";-;-;-;-;2;4;1;1;2;1;-;-;-;11
"430360 Cambará do Sul";-;-;-;-;-;2;1;-;-;1;1;-;-;5
"430390 Campo Bom";-;-;-;-;1;2;1;1;2;1;-;1;-;9
"430400 Campo Novo";-;-;-;-;-;-;2;-;-;1;-;-;-;3
"430410 Campos Borges";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"430420 Candelária";-;-;-;-;2;2;2;2;1;3;-;3;-;15
"430435 Candiota";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"430440 Canela";-;-;-;-;-;3;1;-;-;3;-;-;-;7
"430450 Canguçu";-;-;-;-;2;-;2;2;1;1;3;-;-;11
"430460 Canoas";1;-;1;-;1;6;16;7;8;5;3;1;-;49
"430461 Canudos do Vale";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"430463 Capão da Canoa";-;-;-;-;2;-;1;2;-;1;-;-;-;6
"430466 Capão do Leão";-;-;-;-;-;-;-;1;1;-;-;-;-;2
"430468 Capela de Santana";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"430471 Caraá";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"430470 Carazinho";-;-;1;-;2;1;-;3;2;-;-;1;-;10
"430480 Carlos Barbosa";-;-;-;-;-;-;1;-;1;-;-;-;-;2
"430490 Casca";-;-;-;1;-;-;1;1;-;-;-;-;-;3
"430495 Caseiros";-;-;-;-;-;-;-;-;1;-;1;-;-;2
"430500 Catuípe";-;-;-;-;1;-;-;-;1;-;-;-;-;2
"430510 Caxias do Sul";-;1;-;2;4;13;11;15;17;10;1;1;-;75
"430513 Cerro Branco";-;-;-;-;-;-;-;1;-;1;-;-;-;2
"430517 Cerro Grande do Sul";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"430520 Cerro Largo";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"430530 Chapada";-;-;-;-;-;2;-;1;-;-;1;-;-;4
"430535 Charqueadas";-;-;-;-;-;-;-;1;-;-;-;1;-;2
"430537 Charrua";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"430543 Chuí";-;-;-;-;-;-;-;2;-;-;-;-;-;2
"430545 Cidreira";-;-;-;-;-;1;-;-;1;-;-;-;-;2
"430550 Ciríaco";-;-;-;-;-;-;1;-;1;-;-;-;-;2
"430558 Colinas";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"430560 Colorado";-;-;-;-;1;1;-;-;1;-;-;-;-;3
"430570 Condor";-;-;-;-;1;2;-;-;-;-;-;-;-;3
"430580 Constantina";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"430590 Coronel Bicaco";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"430597 Coxilha";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"430600 Crissiumal";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"430605 Cristal";1;-;-;-;-;-;-;2;2;-;-;-;-;5
"430610 Cruz Alta";-;-;-;-;-;6;1;1;1;-;-;-;-;9
"430620 Cruzeiro do Sul";-;-;-;-;-;-;1;-;-;1;-;-;-;2
"430632 Derrubadas";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"430640 Dois Irmãos";-;-;-;-;-;1;2;1;-;2;1;-;-;7
"430645 Dois Lajeados";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"430650 Dom Feliciano";-;-;-;-;-;1;-;1;-;-;-;-;-;2
"430660 Dom Pedrito";-;-;1;-;-;1;-;-;-;1;-;1;-;4
"430673 Doutor Maurício Cardoso";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"430675 Doutor Ricardo";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"430676 Eldorado do Sul";-;-;-;1;-;2;1;1;2;1;-;-;-;8
"430680 Encantado";-;-;-;-;-;-;1;-;1;1;-;-;-;3
"430690 Encruzilhada do Sul";-;1;-;-;-;4;1;1;-;3;-;-;-;10
"430693 Entre-Ijuís";-;-;-;-;-;-;-;-;-;-;2;-;-;2
"430700 Erechim";-;-;-;-;-;1;2;-;1;-;1;1;-;6
"430705 Ernestina";-;-;-;-;-;-;1;1;1;-;-;-;-;3
"430720 Erval Grande";-;-;-;-;-;-;1;1;-;-;1;-;-;3
"430730 Erval Seco";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"430740 Esmeralda";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"430750 Espumoso";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"430755 Estação";-;-;-;-;-;-;1;-;1;-;-;-;-;2
"430760 Estância Velha";-;-;-;-;-;1;2;1;1;1;1;-;-;7
"430770 Esteio";-;-;-;-;-;1;2;2;4;-;1;-;-;10
"430780 Estrela";-;1;-;1;-;-;3;2;-;1;-;-;-;8
"430781 Estrela Velha";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"430790 Farroupilha";-;1;-;-;1;4;1;2;3;2;-;-;-;14
"430800 Faxinal do Soturno";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"430807 Fazenda Vilanova";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"430810 Feliz";-;-;-;-;1;1;1;-;-;-;-;-;-;3
"430820 Flores da Cunha";-;-;-;-;-;-;2;-;1;2;-;-;-;5
"430825 Floriano Peixoto";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"430830 Fontoura Xavier";-;-;-;-;-;1;1;1;1;-;-;-;-;4
"430840 Formigueiro";-;-;-;-;-;-;-;-;-;-;1;1;-;2
"430843 Forquetinha";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"430845 Fortaleza dos Valos";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"430850 Frederico Westphalen";-;-;-;-;1;1;1;2;1;-;-;1;-;7
"430860 Garibaldi";-;-;-;-;-;3;2;1;-;2;2;-;-;10
"430865 Garruchos";-;-;-;-;-;-;-;1;1;-;-;-;-;2
"430870 Gaurama";-;-;-;-;1;-;-;-;-;-;1;-;-;2
"430880 General Câmara";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"430890 Getúlio Vargas";-;-;-;-;1;1;1;1;1;1;-;-;-;6
"430900 Giruá";-;-;-;-;-;-;1;1;1;-;-;-;-;3
"430910 Gramado";-;-;-;-;-;1;-;1;1;-;1;-;-;4
"430920 Gravataí";-;-;-;-;2;9;9;8;10;8;3;-;-;49
"430930 Guaíba";-;-;-;-;-;-;2;2;1;-;-;1;-;6
"430940 Guaporé";-;-;-;1;-;1;-;1;-;-;-;-;-;3
"430950 Guarani das Missões";-;-;-;-;1;-;1;-;-;-;-;-;-;2
"430955 Harmonia";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"430710 Herval";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"430957 Herveiras";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"430960 Horizontina";-;-;-;-;2;1;-;-;1;-;-;-;-;4
"430965 Hulha Negra";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"430970 Humaitá";-;-;-;-;-;-;-;-;-;2;-;-;-;2
"430980 Ibiaçá";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"430990 Ibiraiaras";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"431000 Ibirubá";-;-;-;-;-;-;-;-;-;2;1;-;-;3
"431010 Igrejinha";-;-;-;1;-;3;3;2;-;-;-;-;-;9
"431020 Ijuí";-;1;-;1;-;2;3;-;2;2;1;1;-;13
"431030 Ilópolis";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"431033 Imbé";-;-;1;-;-;1;-;-;-;-;-;-;-;2
"431036 Imigrante";-;-;-;-;-;-;-;-;1;1;-;-;-;2
"431043 Ipê";-;-;-;-;-;-;1;-;-;1;-;-;-;2
"431057 Itapuca";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"431060 Itaqui";-;-;1;-;-;-;-;1;1;-;-;-;-;3
"431065 Itati";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"431080 Ivoti";-;-;-;-;-;2;1;1;1;-;1;-;-;6
"431085 Jaboticaba";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"431087 Jacuizinho";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"431100 Jaguarão";-;-;-;-;-;1;-;-;-;-;1;-;-;2
"431110 Jaguari";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"431113 Jari";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"431115 Jóia";-;1;-;-;-;2;-;-;1;1;-;-;-;5
"431120 Júlio de Castilhos";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"431130 Lagoa Vermelha";-;-;-;-;-;1;-;2;-;-;-;-;-;3
"431140 Lajeado";-;-;-;-;3;-;2;-;1;3;4;-;-;13
"431160 Liberato Salzano";-;-;-;-;-;-;-;1;-;1;-;-;-;2
"431162 Lindolfo Collor";-;-;-;-;-;-;1;1;-;-;-;-;-;2
"431170 Machadinho";-;-;-;-;-;1;-;-;-;-;-;1;-;2
"431175 Manoel Viana";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"431177 Maquiné";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"431179 Maratá";-;-;-;-;-;-;-;1;-;-;1;-;-;2
"431180 Marau";-;-;-;-;-;1;-;2;1;1;2;-;-;7
"431210 Mata";-;-;-;-;-;-;-;2;-;-;-;-;-;2
"431213 Mato Castelhano";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"431215 Mato Leitão";-;-;-;-;-;-;1;-;-;-;-;1;-;2
"431230 Miraguaí";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"431238 Monte Belo do Sul";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"431240 Montenegro";-;-;-;-;3;3;1;1;1;-;1;1;-;11
"431242 Mormaço";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"431244 Morrinhos do Sul";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"431245 Morro Redondo";-;-;-;-;1;1;-;1;1;-;1;-;-;5
"431247 Morro Reuter";-;-;-;-;-;-;1;-;-;-;-;1;-;2
"431250 Mostardas";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"431260 Muçum";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"431261 Muitos Capões";1;-;-;-;-;-;2;1;-;-;-;-;-;4
"431265 Não-Me-Toque";-;-;-;-;-;1;-;-;1;1;-;-;-;3
"431270 Nonoai";-;-;-;-;-;-;-;1;1;1;-;-;-;3
"431280 Nova Araçá";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"431303 Nova Esperança do Sul";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"431306 Nova Hartz";-;-;-;-;-;1;-;-;1;-;-;-;-;2
"431308 Nova Pádua";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"431320 Nova Petrópolis";-;-;-;-;-;-;2;-;-;-;-;-;-;2
"431330 Nova Prata";-;-;-;-;-;1;4;2;2;-;-;-;-;9
"431337 Nova Santa Rita";-;-;1;-;1;-;2;1;-;1;1;-;-;7
"431349 Novo Barreiro";-;-;-;-;-;-;2;-;1;-;-;-;-;3
"431339 Novo Cabrais";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"431340 Novo Hamburgo";-;-;-;2;1;8;1;3;2;5;1;-;-;23
"431342 Novo Machado";-;-;-;-;-;-;-;-;2;-;-;-;-;2
"431350 Osório";-;-;-;-;-;-;2;-;1;1;2;-;-;6
"431365 Palmares do Sul";-;-;-;-;-;1;-;1;-;-;-;-;-;2
"431370 Palmeira das Missões";-;-;-;1;1;-;-;3;1;3;1;-;-;10
"431380 Palmitinho";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"431390 Panambi";-;-;-;-;-;-;-;2;1;2;1;1;-;7
"431395 Pantano Grande";-;-;-;-;1;-;1;1;-;-;-;-;-;3
"431400 Paraí";-;-;-;-;-;-;-;1;1;1;-;-;-;3
"431402 Paraíso do Sul";-;-;-;-;-;-;1;-;1;-;-;-;-;2
"431403 Pareci Novo";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"431405 Parobé";-;-;-;-;-;3;3;1;3;1;2;-;-;13
"431406 Passa Sete";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"431407 Passo do Sobrado";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"431410 Passo Fundo";-;-;1;1;1;10;4;1;6;2;1;3;-;30
"431420 Pedro Osório";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"431440 Pelotas";-;-;-;1;6;14;5;6;8;10;7;3;1;61
"431445 Pinhal";-;-;-;-;-;1;-;-;-;1;-;-;-;2
"431449 Pinheirinho do Vale";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"431450 Pinheiro Machado";-;-;-;-;-;1;-;1;2;-;-;-;-;4
"431455 Pirapó";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"431460 Piratini";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"431470 Planalto";-;-;-;-;-;-;1;-;1;-;-;1;-;3
"431475 Poço das Antas";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"431477 Pontão";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"431478 Ponte Preta";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"431480 Portão";-;-;-;1;1;-;4;4;2;-;-;-;-;12
"431490 Porto Alegre";-;2;-;2;6;12;21;13;10;11;11;6;-;94
"431500 Porto Lucena";-;-;-;-;-;-;1;-;-;1;-;-;-;2
"431505 Porto Mauá";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"431507 Porto Vera Cruz";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"431510 Porto Xavier";-;-;-;-;-;1;-;-;1;-;1;-;-;3
"431513 Pouso Novo";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"431520 Putinga";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"431530 Quaraí";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"431532 Quevedos";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"431535 Quinze de Novembro";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"431540 Redentora";-;-;-;-;-;-;-;-;1;1;-;-;-;2
"431550 Restinga Seca";-;-;-;-;-;3;-;1;2;-;-;-;-;6
"431555 Rio dos Índios";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"431560 Rio Grande";-;-;-;-;2;4;5;4;1;5;1;-;-;22
"431570 Rio Pardo";-;-;-;-;-;1;-;1;2;1;1;-;-;6
"431575 Riozinho";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"431580 Roca Sales";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"431590 Rodeio Bonito";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"431600 Rolante";-;-;-;-;-;2;1;-;-;1;-;-;-;4
"431610 Ronda Alta";-;-;-;-;-;1;-;-;1;2;-;-;-;4
"431620 Rondinha";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"431630 Roque Gonzales";-;-;-;-;-;-;1;2;-;1;-;-;-;4
"431640 Rosário do Sul";-;-;-;-;-;1;2;-;2;2;-;-;-;7
"431642 Sagrada Família";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"431643 Saldanha Marinho";-;-;-;-;-;-;1;-;2;-;2;-;-;5
"431645 Salto do Jacuí";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"431647 Salvador das Missões";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"431650 Salvador do Sul";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"431660 Sananduva";-;-;-;-;-;-;1;-;-;-;1;-;-;2
"431710 Sant'Ana do Livramento";-;-;-;-;-;4;2;-;3;1;1;1;-;12
"431670 Santa Bárbara do Sul";-;-;-;-;1;2;1;-;1;1;-;-;-;6
"431675 Santa Clara do Sul";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"431680 Santa Cruz do Sul";-;-;-;1;3;8;1;6;5;2;1;-;-;27
"431690 Santa Maria";-;-;-;1;3;4;11;7;5;3;4;1;-;39
"431695 Santa Maria do Herval";-;-;-;-;-;-;-;1;-;1;-;-;-;2
"431720 Santa Rosa";-;1;-;-;-;3;4;2;1;1;4;-;-;16
"431730 Santa Vitória do Palmar";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"431700 Santana da Boa Vista";-;1;-;-;-;-;-;2;1;-;-;-;-;4
"431740 Santiago";-;-;-;-;-;2;1;-;1;-;1;-;-;5
"431750 Santo Ângelo";-;-;1;-;1;2;1;1;3;1;-;1;-;11
